MovieID,Title,Genres,Directors,Cast,Runtimes,Production_companies
128,Jupiter's Wife (1994),Documentary,Michel Negroponte,"Maggie Cogan, Katina Commings",87,"Blackbridge Productions, Cinemax Reel Life, Michael Negroponte"
129,Pie in the Sky (1995),Comedy|Romance,Bryan Gordon,"Josh Charles, Anne Heche, John Goodman, Christine Lahti, Christine Ebersole",95,"Fine Line Features, Hollywood Road Films, New Line Cinema"
130,Angela (1995),Drama,Rebecca Miller,"Miranda Rhyne, Charlotte Eve Blythe, Anna Thomson, John Ventimiglia, Ruth Maleczech",99,Tree Farm Productions
131,Frankie Starlight (1995),Drama|Romance,Michael Lindsay-Hogg,"Corban Walker, Niall Toibin, Owen Roe, Gabriel Byrne, Anne Parillaud",101,"Bord Scannán na hÉireann / The Irish Film Board, Canal+, Channel Four Films, Ferndale Films, Fine Line Features, Pandora Cinema, RIMB, Raidió Teilifís Éireann, Someone"
132,Jade (1995),Thriller,William Friedkin,"David Caruso, Linda Fiorentino, Chazz Palminteri, Richard Crenna, Michael Biehn",95,"Paramount Pictures, Robert Evans Company"
133,Nueba Yol (1995),Comedy|Drama,Ángel Muñiz,"Luisito Martí, Caridad Ravelo, Raúl Carbonell, Rafael Villalona, Joel Garcia",106,"Cigua Films, D'Pelicula"
135,Down Periscope (1996),Comedy,David S. Ward,"Kelsey Grammer, Lauren Holly, Rob Schneider, Harry Dean Stanton, Bruce Dern",92,"Sprockets Music, Twentieth Century Fox"
136,From the Journals of Jean Seberg (1995),Documentary,Mark Rappaport,"Mary Beth Hurt, Jean Seberg",97,Couch Potatoe Productions
137,Man of the Year (1995),Documentary,Dirk Shafer,"Vivian Paxton, Claudette Sutherland, Michael Ornstein, Cal Bartlett, Mary Stein",86,"The Documentary Foundation, Artisan Productions, Filmmakers Foundation, Seven Arts Pictures"
138,"Neon Bible, The (1995)",Drama,Terence Davies,"Jacob Tierney, Drake Bell, Gena Rowlands, Diana Scarwid, Denis Leary",91,"Channel Four Films, Scala Productions, Screen Partners Ltd., Iberoamericana Films Producción, Academy Pictures, Three Rivers Production, European Script Fund"
139,Target (1995),Action|Drama,"Toshiharu Ikeda, Naosuke Kurosawa","Yôko Natsuki, Shiho, Michihiro Yamanishi, Taka Higuchi, Kôjirô Kusanagi",88,Toei Video Company
140,Up Close and Personal (1996),Drama|Romance,Jon Avnet,"Robert Redford, Michelle Pfeiffer, Stockard Channing, Joe Mantegna, Kate Nelligan",124,"Touchstone Pictures, Cinergi Pictures Entertainment, Avnet/Kerner Productions"
141,"Birdcage, The (1996)",Comedy,Mike Nichols,"Robin Williams, Gene Hackman, Nathan Lane, Dianne Wiest, Dan Futterman",117,United Artists
143,Gospa (1995),Drama,Jakov Sedlar,"Martin Sheen, Michael York, Morgan Fairchild, Paul Guilfoyle, George Coe",125,"IPI International, Jadran Film, Marian Film, Wayne Films"
144,"Brothers McMullen, The (1995)",Comedy,Edward Burns,"Shari Albert, Maxine Bahns, Catharine Bolz, Connie Britton, Edward Burns",98,"Brothers McMullen Productions, Marlboro Road Gang Productions, Videography Productions"
145,Bad Boys (1995),Action,Michael Bay,"Lisa Boyle, Michael Taliferro, Emmanuel Xuereb, Tchéky Karyo, Marc Macaulay",119,"Columbia Pictures, Don Simpson/Jerry Bruckheimer Films"
146,"Amazing Panda Adventure, The (1995)",Adventure|Children's,Christopher Cain,"Stephen Lang, Ryan Slater, Yi Ding, Wang Fei, Zhou Jian Zhong",84,"Lee Rich Productions, Warner Bros."
147,"Basketball Diaries, The (1995)",Drama,Scott Kalvert,"Leonardo DiCaprio, Lorraine Bracco, Marilyn Sokol, James Madio, Patrick McGaw",102,"New Line Cinema, Island Pictures"
148,"Awfully Big Adventure, An (1995)",Drama,Mike Newell,"Alan Rickman, Hugh Grant, Georgina Cates, Alun Armstrong, Peter Firth",112,"BBC Film, British Screen Productions, Portman Productions, Screen Two, Wolfhound Productions"
149,Amateur (1994),Crime|Drama|Thriller,Hal Hartley,"Isabelle Huppert, Martin Donovan, Elina Löwensohn, Damian Young, Chuck Montgomery",105,"American Playhouse, Channel Four Films, La Sept Cinéma, True Fiction Pictures, Union Générale Cinématographique, Zenith Entertainment"
150,Apollo 13 (1995),Drama,Ron Howard,"Tom Hanks, Bill Paxton, Kevin Bacon, Gary Sinise, Ed Harris",140,"Universal Pictures, Imagine Entertainment"
151,Rob Roy (1995),Drama|Romance|War,Michael Caton-Jones,"Liam Neeson, Jessica Lange, John Hurt, Tim Roth, Eric Stoltz",139,"United Artists, Talisman Productions"
152,"Addiction, The (1995)",Horror,Abel Ferrara,"Lili Taylor, Christopher Walken, Annabella Sciorra, Edie Falco, Paul Calderon",82,Fast Films
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,Joel Schumacher,"Val Kilmer, Tommy Lee Jones, Jim Carrey, Nicole Kidman, Chris O'Donnell",121,"Warner Bros., PolyGram Filmed Entertainment"
154,Belle de jour (1967),Drama,Luis Buñuel,"Catherine Deneuve, Jean Sorel, Michel Piccoli, Geneviève Page, Pierre Clémenti",100,"Robert et Raymond Hakim, Paris Film Productions, Five Film"
155,Beyond Rangoon (1995),Drama|War,John Boorman,"Patricia Arquette, U Aung Ko, Frances McDormand, Spalding Gray, Tiara Jacquelina",100,"Castle Rock Entertainment, Columbia Pictures"
156,Blue in the Face (1995),Comedy,"Paul Auster, Wayne Wang, Harvey Wang","Lou Reed, Michael J. Fox, Roseanne Barr, Mel Gorham, Jim Jarmusch",83,"Miramax, InterAL"
157,Canadian Bacon (1994),Comedy|War,Michael Moore,"John Candy, Alan Alda, Rhea Perlman, Kevin Pollak, Rip Torn",91,"Dog Eat Dog Films, Gramercy Pictures, Maverick Picture Company, Polygram Filmed Entertainment, Propaganda Films"
158,Casper (1995),Adventure|Children's,Brad Silberling,"Chauncey Leopardi, Spencer Vrooman, Malachi Pearson, Cathy Moriarty, Eric Idle",100,"Universal Pictures, Amblin Entertainment, The Harvey Entertainment Company"
159,Clockers (1995),Drama,Spike Lee,"Harvey Keitel, John Turturro, Delroy Lindo, Mekhi Phifer, Isaiah Washington",128,"Universal Pictures, 40 Acres & A Mule Filmworks"
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,Frank Marshall,"Laura Linney, Dylan Walsh, Ernie Hudson, Tim Curry, Grant Heslov",109,"Paramount Pictures, The Kennedy/Marshall Company"
161,Crimson Tide (1995),Drama|Thriller|War,Tony Scott,"Denzel Washington, Gene Hackman, Matt Craven, George Dzundza, Viggo Mortensen",116,"Hollywood Pictures, Don Simpson/Jerry Bruckheimer Films"
162,Crumb (1994),Documentary,Terry Zwigoff,"Robert Crumb, Aline Kominsky-Crumb, Charles Crumb, Maxon Crumb, Robert Hughes",119,Superior Pictures
163,Desperado (1995),Action|Romance|Thriller,Robert Rodriguez,"Antonio Banderas, Salma Hayek, Joaquim de Almeida, Cheech Marin, Steve Buscemi",104,"Columbia Pictures, Los Hooligans Productions"
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,Carl Franklin,"Denzel Washington, Tom Sizemore, Jennifer Beals, Don Cheadle, Maury Chaykin",102,"TriStar Pictures, Clinica Estetico, Mundy Lane Entertainment"
165,Die Hard: With a Vengeance (1995),Action|Thriller,John McTiernan,"Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene, Colleen Camp",128,"Cinergi Pictures Entertainment, Twentieth Century Fox"
166,"Doom Generation, The (1995)",Comedy|Drama,Gregg Araki,"James Duval, Rose McGowan, Johnathon Schaech, Cress Williams, Skinny Puppy",83,"Union Générale Cinématographique (UGC), The Teen Angst Movie Company, Desperate Pictures, Blurco, Why Not Productions"
167,Feast of July (1995),Drama,Christopher Menaul,"Embeth Davidtz, Tom Bell, Gemma Jones, James Purefoy, Ben Chaplin",116,"Touchstone Pictures, Merchant Ivory Productions, Peregrine Productions"
168,First Knight (1995),Action|Adventure|Drama|Romance,Jerry Zucker,"Sean Connery, Richard Gere, Julia Ormond, Ben Cross, Liam Cunningham",134,"Columbia Pictures, First Knight Productions, Zucker Brothers Productions"
169,Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama,Dwight H. Little,"Jason James Richter, Francis Capra, Mary Kate Schellhardt, August Schellenberg, Michael Madsen",95,"Warner Bros. Family Entertainment, Warner Bros., Regency Enterprises, StudioCanal, Alcor Films, Donner/Shuler-Donner Productions, Canal+, New Regency Productions, Donners' Company"
170,Hackers (1995),Action|Crime|Thriller,Iain Softley,"Jonny Lee Miller, Angelina Jolie, Jesse Bradford, Matthew Lillard, Laurence Mason",105,"United Artists, Suftley"
171,Jeffrey (1995),Comedy,Christopher Ashley,"Steven Weber, Peter Jacobson, Tom Cayler, David Thornton, Lee Mark Nelson",92,"The Booking Office, Workin' Man Films"
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,Robert Longo,"Keanu Reeves, Dina Meyer, Ice-T, Takeshi Kitano, Denis Akiyama",103,"TriStar Pictures, Alliance Communications Corporation, Cinévision"
173,Judge Dredd (1995),Action|Adventure|Sci-Fi,Danny Cannon,"Sylvester Stallone, Armand Assante, Rob Schneider, Jürgen Prochnow, Max von Sydow",96,"Hollywood Pictures, Cinergi Pictures Entertainment, Cinergi Productions N.V., Edward R. Pressman Productions"
174,Jury Duty (1995),Comedy,John Fortenberry,"Pauly Shore, Tia Carrere, Stanley Tucci, Brian Doyle-Murray, Abe Vigoda",88,"TriStar Pictures, Triumph Films, Weasel Productions"
175,Kids (1995),Drama,Larry Clark,"Leo Fitzpatrick, Sarah Henderson, Justin Pierce, Joseph Chan, Johnathan Staci Kim",91,"Guys Upstairs, Independent Pictures, Kids NY Limited, Killer Films, Miramax, Shining Excalibur Films"
176,Living in Oblivion (1995),Comedy,Tom DiCillo,"Steve Buscemi, Catherine Keener, Dermot Mulroney, Danielle von Zerneck, James Le Gros",90,"JDI Productions, Lemon Sky Productions"
177,Lord of Illusions (1995),Horror,Clive Barker,"J. Trevor Edmond, Daniel von Bargen, Kevin J. O'Connor, Joseph Latimore, Sheila Tousey",109,"Seraphim Films, Propaganda Films"
178,Love & Human Remains (1993),Comedy,Denys Arcand,"Thomas Gibson, Ruth Marshall, Cameron Bancroft, Mia Kirshner, Joanne Vannicola",100,"Atlantis Films, First Choice Films, Max Films Productions, Ontario Film Development Corporation, Société Générale des Industries Culturelles du Québec, Super Ecran, Téléfilm Canada"
179,Mad Love (1995),Drama|Romance,Antonia Bird,"Chris O'Donnell, Drew Barrymore, Matthew Lillard, Richard Chaim, Robert Nadir",93,Touchstone Pictures
180,Mallrats (1995),Comedy,Kevin Smith,"Shannen Doherty, Jeremy London, Jason Lee, Claire Forlani, Ben Affleck",94,"Gramercy Pictures (I), Alphaville Films, View Askew Productions"
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children's,Bryan Spicer,"Karan Ashley, Johnny Yong Bosch, Steve Cardenas, Jason David Frank, Amy Jo Johnson",95,"Twentieth Century Fox, Saban Entertainment, Toei Company"
182,Moonlight and Valentino (1995),Drama|Romance,David Anspaugh,"Elizabeth Perkins, Whoopi Goldberg, Shadia Simmons, Erica Luttrell, Matthew Koller",105,"Polygram Filmed Entertainment, Working Title Films"
183,Mute Witness (1994),Thriller,Anthony Waller,"Marina Zudina, Fay Ripley, Evan Richards, Oleg Yankovskiy, Igor Volkov",95,"Avrora Media, Cobblestone Pictures, Comet Film Produktion GmbH, Meteor, Patoss Films"
184,Nadja (1994),Drama,Michael Almereyda,"Elina Löwensohn, Nic Ratner, Karl Geary, Peter Fonda, Martin Donovan",93,Kino Link Company
185,"Net, The (1995)",Sci-Fi|Thriller,Irwin Winkler,"Sandra Bullock, Jeremy Northam, Dennis Miller, Diane Baker, Wendy Gazelle",114,"Columbia Pictures, Winkler Films"
186,Nine Months (1995),Comedy,Chris Columbus,"Hugh Grant, Julianne Moore, Tom Arnold, Joan Cusack, Jeff Goldblum",103,"Twentieth Century Fox, 1492 Pictures"
187,Party Girl (1995),Comedy,Daisy von Scherler Mayer,"The Lady Bunny, Lum Chang Pang, Parker Posey, Anthony DeSando, Liev Schreiber",94,Party Productions
188,"Prophecy, The (1995)",Horror,Gregory Widen,"Christopher Walken, Elias Koteas, Virginia Madsen, Eric Stoltz, Viggo Mortensen",98,"First Look International, NEO Motion Pictures, Overseas FilmGroup"
189,Reckless (1995),Comedy,Norman René,"Mia Farrow, Tony Goldwyn, Juana Barrios, Mike Heibeck, Vee Brown",91,"Playhouse International Pictures, The Samuel Goldwyn Company, American Playhouse"
190,Safe (1995),Thriller,Todd Haynes,"Julianne Moore, Xander Berkeley, Dean Norris, Julie Burgess, Ronnie Farer",119,"American Playhouse Theatrical Films, Killer Films, Chemical Films, Good Machine, Kardana Productions, Channel Four Films, Arnold Semler, American Playhouse, Kardana Films"
191,"Scarlet Letter, The (1995)",Drama,Roland Joffé,"Demi Moore, Gary Oldman, Robert Duvall, Lisa Andoh, Edward Hardwicke",135,"Allied Stars Ltd., Cinergi Pictures Entertainment, Hollywood Pictures, Lightmotive, Moving Pictures"
193,Showgirls (1995),Drama,Paul Verhoeven,"Elizabeth Berkley, Kyle MacLachlan, Gina Gershon, Glenn Plummer, Robert Davi",128,"Carolco Pictures, Chargeurs, United Artists, Vegas Productions"
194,Smoke (1995),Drama,Wayne Wang,"Giancarlo Esposito, José Zúñiga, Stephen Gevedon, Harvey Keitel, Jared Harris",112,"Miramax, NDF International, Euro Space, Internal, Smoke Productions"
195,Something to Talk About (1995),Comedy|Drama|Romance,Lasse Hallström,"Julia Roberts, Dennis Quaid, Robert Duvall, Gena Rowlands, Kyra Sedgwick",106,"Hawn / Sylbert Movie Company, Spring Creek Productions, Warner Bros."
196,Species (1995),Horror|Sci-Fi,Roger Donaldson,"Ben Kingsley, Michael Madsen, Alfred Molina, Forest Whitaker, Marg Helgenberger",108,Metro-Goldwyn-Mayer (MGM)
197,"Stars Fell on Henrietta, The (1995)",Drama,James Keach,"Robert Duvall, Aidan Quinn, Frances Fisher, Brian Dennehy, Lexi Randall",109,"Butcher's Run Films, Malpaso Productions, Warner Bros."
198,Strange Days (1995),Action|Crime|Sci-Fi,Kathryn Bigelow,"Ralph Fiennes, Angela Bassett, Juliette Lewis, Tom Sizemore, Michael Wincott",145,Lightstorm Entertainment
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical,Jacques Demy,"Catherine Deneuve, Nino Castelnuovo, Anne Vernon, Marc Michel, Ellen Farner",91,"Parc Film, Madeleine Films, Beta Film"
200,"Tie That Binds, The (1995)",Thriller,Wesley Strick,"Daryl Hannah, Keith Carradine, Moira Kelly, Vincent Spano, Julia Devin",99,"Hollywood Pictures, Interscope Communications, Polygram Filmed Entertainment"
201,Three Wishes (1995),Drama,Martha Coolidge,"Patrick Swayze, Mary Elizabeth Mastrantonio, Joseph Mazzello, Seth Mumy, David Marshall Grant",115,Rysher Entertainment
202,Total Eclipse (1995),Drama|Romance,Agnieszka Holland,"Leonardo DiCaprio, David Thewlis, Romane Bohringer, Dominique Blanc, Félicie Pasotti",111,"FIT Productions, Portman Productions, Société Française de Production, K2 SA, Capitol Films, Eurimages, European Co-production Fund, Canal+, StudioCanal"
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,Beeban Kidron,"Wesley Snipes, Patrick Swayze, John Leguizamo, Stockard Channing, Blythe Danner",109,"Universal Pictures, Amblin Entertainment"
204,Under Siege 2: Dark Territory (1995),Action,Geoff Murphy,"Steven Seagal, Eric Bogosian, Everett McGill, Katherine Heigl, Morris Chestnut",100,"Warner Bros., New Regency Productions, Seagal/Nasso Productions, Cutting Edge Films, Victor Company of Japan"
205,Unstrung Heroes (1995),Comedy|Drama,Diane Keaton,"Andie MacDowell, John Turturro, Michael Richards, Maury Chaykin, Nathan Watt",93,"Hollywood Pictures, Roth-Arnold Productions"
206,Unzipped (1995),Documentary,Douglas Keeve,"Roseanne Barr, Sandra Bernhard, Robert Best, Natane Boudreau, Carla Bruni",73,"Hachette Filipacchi Films, Miramax"
207,"Walk in the Clouds, A (1995)",Drama|Romance,Alfonso Arau,"Keanu Reeves, Aitana Sánchez-Gijón, Anthony Quinn, Giancarlo Giannini, Angélica Aragón",102,"Twentieth Century Fox, Zucker Brothers Productions, Estudios Churubusco Azteca S.A."
210,Wild Bill (1995),Western,Walter Hill,"Jeff Bridges, Ellen Barkin, John Hurt, Diane Lane, Keith Carradine",98,"The Zanuck Company, United Artists"
211,"Browning Version, The (1994)",Drama,Mike Figgis,"Albert Finney, Greta Scacchi, Matthew Modine, Julian Sands, Michael Gambon",97,Percy Main
212,Bushwhacked (1995),Comedy,Greg Beeman,"Daniel Stern, Jon Polito, Brad Sullivan, Ann Dowd, Anthony Heald",90,Twentieth Century Fox
214,Before the Rain (Pred dozhdot) (1994),Drama,Milcho Manchevski,"Grégoire Colin, Josif Josifovski, Boris Delcevski, Dejan Velkov, Kiril Ristoski",113,"Aim Productions, Noé Productions, Vardar Film, British Screen, European Co-production Fund, PolyGram Audiovisuel, Ministry of Culture for the Republic of Macedonia"
215,Before Sunrise (1995),Drama|Romance,Richard Linklater,"Ethan Hawke, Julie Delpy, Andrea Eckert, Hanno Pöschl, Karl Bruckschwaiger",101,"Castle Rock Entertainment, Detour Filmproduction, Filmhaus Wien Universa Filmproduktions, Sunrise Production, Columbia Pictures, Filmhaus Films"
216,Billy Madison (1995),Comedy,Tamra Davis,"Adam Sandler, Darren McGavin, Bridgette Wilson-Sampras, Bradley Whitford, Josh Mostel",89,"Universal Pictures, Robert Simonds Productions"
217,"Babysitter, The (1995)",Drama|Thriller,Guy Ferland,"Alicia Silverstone, Jeremy London, J.T. Walsh, Lee Garlington, Nicky Katt",90,Spelling Films International
219,"Cure, The (1995)",Drama,Peter Horton,"Brad Renfro, Aeryk Egan, Delphine French, Mona Powell, Andrew Broder",97,"Universal Pictures, Island World"
220,Castle Freak (1995),Horror,Stuart Gordon,"Jeffrey Combs, Barbara Crampton, Jonathan Fuller, Jessica Dollarhide, Massimo Sarchielli",90,Full Moon Entertainment
222,Circle of Friends (1995),Drama|Romance,Pat O'Connor,"Chris O'Donnell, Minnie Driver, Geraldine O'Rawe, Saffron Burrows, Alan Cumming",103,"Price Entertainment, Lantana, Bord Scannán na hÉireann / The Irish Film Board, The Rank Organisation"
223,Clerks (1994),Comedy,Kevin Smith,"Brian O'Halloran, Jeff Anderson, Marilyn Ghigliotti, Lisa Spoonauer, Jason Mewes",92,View Askew Productions
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,Jeremy Leven,"Marlon Brando, Johnny Depp, Faye Dunaway, Géraldine Pailhas, Bob Dishy",97,"New Line Cinema, American Zoetrope, Juno Pix, Outlaw Productions, Polyphony Digital"
225,Disclosure (1994),Drama|Thriller,Barry Levinson,"Michael Douglas, Demi Moore, Donald Sutherland, Caroline Goodall, Roma Maffia",128,"Warner Bros., Baltimore Pictures, Constant c Productions"
226,Dream Man (1995),Thriller,René Bonnière,"Patsy Kensit, Bruce Greenwood, Andrew McCarthy, Denise Crosby, Armin Shimerman",94,"Dream Man Productions Inc., Keystone Pictures"
227,Drop Zone (1994),Action,John Badham,"Wesley Snipes, Gary Busey, Yancy Butler, Michael Jeter, Corin Nemec",101,"Paramount Pictures, Nicita/Lloyd Productions"
228,Destiny Turns on the Radio (1995),Comedy,Jack Baran,"Dylan McDermott, Nancy Travis, James Le Gros, Quentin Tarantino, Jim Belushi",102,"Rysher Entertainment, Savoy Pictures"
229,Death and the Maiden (1994),Drama|Thriller,Roman Polanski,"Sigourney Weaver, Ben Kingsley, Stuart Wilson, Krystia Mova, Jonathan Vega",103,"Fine Line Features, Capitol Films, Channel Four Films, Flach Film, Canal+, Les Films de l'Astre, TF1 Films Production"
230,Dolores Claiborne (1994),Drama|Thriller,Taylor Hackford,"Kathy Bates, Jennifer Jason Leigh, Judy Parfitt, Christopher Plummer, David Strathairn",132,"Castle Rock Entertainment, Columbia Pictures"
